DIVISION,N°REQ,CHARGER,S/D,ITEM,DESIGNATION,Delai LIV,N°CDE,Item1,FOURNISSEEUR,N°BRC,ITEM2,statu,N° CONTRAT,EXP/ENC,Champ19,Champ20,Champ21,Champ22,Champ23,Champ24,Champ25,Champ26,Champ27,Champ28,Champ29,Champ30,Champ31,Champ32,Champ33,Champ34,Champ35,Champ36,Champ37,Champ38,Champ39,Champ40,Champ41,Champ42,Champ43,Champ44,Champ45,Champ46,Champ47,Champ48,Champ49,Champ50,Champ51,Champ52,Champ53,Champ54,Champ55,Champ56,Champ57,Champ58,Champ59,Champ60,Champ61,Champ62,Champ63,Champ64,Champ65,Champ66,Champ67,Champ68,Champ69,Champ70,Champ71,Champ72,Champ73,Champ74,Champ75,Champ76,Champ77,Champ78,Champ79,Champ80,Champ81,Champ82,Champ83,Champ84,Champ85,Champ86,Champ87,Champ88,Champ89,Champ90,Champ91,Champ92,Champ93,Champ94,Champ95,Champ96,Champ97,Champ98,Champ99,Champ100,Champ101,Champ102,Champ103,Champ104,Champ105,Champ106,Champ107,Champ108,Champ109,Champ110,Champ111,Champ112,Champ113,Champ114,Champ115,Champ116,Champ117,Champ118,Champ119,Champ120,Champ121,Champ122,Champ123,Champ124,Champ125,Champ126,Champ127,Champ128,Champ129,Champ130,Champ131,Champ132,Champ133,Champ134,Champ135,Champ136,Champ137,Champ138,Champ139,Champ140,Champ141,Champ142,Champ143,Champ144,Champ145,Champ146,Champ147,Champ148,Champ149,Champ150,Champ151,Champ152,Champ153,Champ154,Champ155,Champ156,Champ157,Champ158,Champ159,Champ160,Champ161,Champ162,Champ163,Champ164,Champ165,Champ166,Champ167,Champ168,Champ169,Champ170,Champ171,Champ172,Champ173,Champ174,Champ175,Champ176,Champ177,Champ178,Champ179,Champ180,Champ181,Champ182,Champ183,Champ184,Champ185,Champ186,Champ187,Champ188,Champ189,Champ190,Champ191,Champ192,Champ193,Champ194,Champ195,Champ196,DATE,DATE CED,DATE1
"PER","YH224","BOUBRED","D","1","TROPHEE EN VERRE PERSONNALISE",,"YN661Y","1","IMPRIMERIE SAHARIENNE OGX",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/19/24 00:00:00","06/21/24 00:00:00",
"APT","YH225","BOUBRED","S","3","GAZ INDUSTRIEL",,"YN659Y","3","AURES GAZ HMD","YA2900","3","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/19/24 00:00:00","06/20/24 00:00:00","07/18/24 00:00:00"
"EXP","YH226","BOUBRED","D","1","PROPANE LIQUIDE  97%  DE PURETE",,"YN660Y","1","NAFTAL HMD",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/20/24 00:00:00","06/20/24 00:00:00",
"EXP","YH227","BOUAGADA","D","1","PROPANE LIQUIDE  97%  DE PURETE",,"YN662Y","1","NAFTAL HMD",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/30/24 00:00:00","06/30/24 00:00:00",
"SIE","YH228","BOUAGADA","D","1","BONBONE POUR FONTAINE FRAICHE",,"YN665Y","1","SEDRATA GENERALE OUARGLA",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/30/24 00:00:00","07/04/24 00:00:00",
"HSE","YH229","BOUAGADA","D","1","REMPLISSAGE AZOTE GAZEUX",,"YN664Y","1","AURES GAZ HMD","YA3015","1","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/01/24 00:00:00","07/02/24 00:00:00","09/15/24 00:00:00"
"MNT","YH230","BOUAGADA","S","3","PDR POUR  GE-VOLVO-PENTA",,,,"CD45/2024",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/04/24 00:00:00",,
"MOG","YH231","BOUAGADA","D","1","GAZ PROPANE",,"YN666Y","1","NAFTAL HMD",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/08/24 00:00:00","07/08/24 00:00:00",
"MNT","YH232","BOUAGADA","S","1","ROULEMENT 7310 BG",,,,"CD40/2024",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/08/24 00:00:00",,
"MNT","YH233","BOUAGADA","S","1","DISC DE CLAPET","ANNULEE",,,"ANNULEE SUITE MISSAGE OUTLOOK -KERIM",,,"ANNULEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/08/24 00:00:00",,
"PER","YH234","BOUAGADA","S","1","CHAISE ERGONOMIQUE  Remplace Par YH351 Le 07/01/2025","ANNULEE",,,,,,"ANNULEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/08/24 00:00:00",,
"MNT","YH235","BOUAGADA","S","7","CARTE ELECTRONIQUES ESD (ANNULEE SUITE NOTE N° 346/24)","ANNULEE",,,,,,"ANNULEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/08/24 00:00:00",,
"ONK","YH236","BOUAGADA","D","43","MATERIEL DE CUISINE","ANNULEE",,,,,,"ANNULEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/08/24 00:00:00",,
"HSE","YH237","BOUAGADA","D","1","REMPLISSAGE  CO2",,"YN667Y","1","AURES GAZ HMD","YA3014","1","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/08/24 00:00:00","07/18/24 00:00:00","09/15/24 00:00:00"
"SIE","YH238","SABAA","S","1","CHAUSSURE DE SECURITE  DSP  HBK+ONK",,"YN797Y","1","ABBAOUI SORIA HMD",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/12/24 00:00:00","11/19/24 00:00:00",
"DAT","YH239","SABAA","S","3","GAZ INDUSTRIEL",,"YN668Y","3","AURES GAZ HMD","YA2929","3","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/12/24 00:00:00","07/12/24 00:00:00","08/01/24 00:00:00"
"HSE","YH240","SABAA","S","2","CHAUSSURE DE SECURITE  HBK",,"YN796Y","2","ALGERIAN BUSINESS CANTER HMD","YA3214","2","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/15/24 00:00:00","11/19/24 00:00:00","02/25/25 00:00:00"
"MNT","YH241","SABAA","S","4","CARTE ELECTRONIQUES ESD",,,,"CF22/2024",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/15/24 00:00:00",,
"EXP","YH242","SABAA","D","16","GAS-OIL",,"YN669Y-684","16","NAFTAL HMD",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/17/24 00:00:00","07/18/24 00:00:00",
"HSE","YH243","SABAA","D","2","REMPLISSAGE CO2+ARGON",,"YN686Y","2","AURES GAZ HMD","YA3013","2","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/24/24 00:00:00","07/24/24 00:00:00","09/15/24 00:00:00"
"EXP","YH244","SABAA","D","1","PATE MC CABE",,"YN717Y","1","EURL SAC HYDRA ALGER",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/24/24 00:00:00","08/27/24 00:00:00",
"DEP","YH245","SABAA","D","10","PLAQUE A ORIFICES (annulee suite note N° 208/2024) EXPLOITEE PAR DIV -MNT","ANNULEE",,,"ANNULEE SUITE note N° 208/2024",,,"ANNULEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/24/24 00:00:00",,
"MOG","YH246","SABAA","D","1","RECHARGE GAZ BUTANE",,"YN688Y","1","NAFTAL  HMD",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/25/24 00:00:00","07/26/24 00:00:00",
"EXP","YH247","SABAA","D","1","PROPANE LIQUIDE  97%  DE PURETE",,"YN690Y","1","NAFTAL  HMD",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/28/24 00:00:00","07/28/24 00:00:00",
"MNT","YH248","SABAA","S","23","DIFFERENTS INSTRUMENTS",,,,"DAO EN COURS",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/30/24 00:00:00",,
"CMT","YH249","SABAA","D","1","OXYGENE MEDICAL",,"YN691Y","1","AURES GAZ HMD",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/30/24 00:00:00","07/30/24 00:00:00",
"MOG","YH250","SABAA","D","1","GAZ PROPANE",,"YN694Y","1","NAFTAL HMD","YA3016","3","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/02/24 00:00:00","08/02/24 00:00:00","09/15/24 00:00:00"
"APT","YH251","SABAA","S","3","GAZ INDUSTRIEL",,"YN695Y","3","AURES GAZ HMD",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/02/24 00:00:00","08/03/24 00:00:00",
"CMT","YH252","SABAA","D","1","OXYGENE MEDICAL",,"YN696Y","1","AURES GAZ HMD","YA3012","1","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/05/24 00:00:00","08/05/24 00:00:00","09/15/24 00:00:00"
"CMT","YH253","BOUAGADA","D","1","OXYGENE MEDICAL",,"YN697Y","1","AURES GAZ HMD","YA3011","1","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/08/24 00:00:00","08/09/24 00:00:00","09/15/24 00:00:00"
"EXP","YH254","BOUAGADA","D","1","PROPANE LIQUIDE  97%  DE PURETE",,"YN698Y","1","NAFTAL HMD",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/10/24 00:00:00","08/10/24 00:00:00",
"EXP","YH255","BOUAGADA","D","16","GAS-OIL",,"YN698Y-714","16","NAFTAL HMD",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/10/24 00:00:00","08/10/24 00:00:00",
"MNT","YH256","GUEDIRI","S","2","CABLE ELECTRIQUE 4X35",,"YN762Y","2","SARL NOUR SAHARA SNS HMD OGX","YA3112","1","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/24/24 00:00:00","10/25/24 00:00:00","12/21/24 00:00:00"
,,,,,,,,,,"YA3156","1","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01/25/25 00:00:00"
"EXP","YH257","ZITOUNI","D","2","RAPPORT JOURNALIER DHUILE",,"YN732Y","2","IMPRIMERIE EL ALAMIA GHARDAIA","YA3028","2","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/26/24 00:00:00","09/23/24 00:00:00","09/29/24 00:00:00"
"PER","YH258","ZITOUNI","D","4","FOURNITURE CADEAUX FIN D'ANNEE 2025",,"YN777Y","1","OGX PAPETERIE KADDOUDA ELHADI OGX","YA3089","1","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/27/24 00:00:00","11/06/24 00:00:00","11/26/24 00:00:00"
,,,,,,,"YN776Y","1","ETS BEHMENE OGX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/06/24 00:00:00",
,,,,,,,"YN779Y","1","ETS LAIB Med (BELLATOR SPORT) ALG","YA3122","1","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/14/24 00:00:00","12/22/24 00:00:00"
"PER","YH259","ZITOUNI","D","7","FOURNITURE CADEAUX FIN D'ANNEE 2025",,"YN775Y","7","ADV ANCED OFFICE HMD","YA3096","4","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/27/24 00:00:00","11/06/24 00:00:00","12/02/24 00:00:00"
,,,,,,,,,,"YA3117","2","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/11/24 00:00:00"
,,,,,,,,,,"YA3118","4","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/21/24 00:00:00"
,,,,,,,,,,"YA3124","2","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/23/24 00:00:00"
,,,,,,,,,,"YA3128","3","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/31/24 00:00:00"
,,,,,,,,,,"YA3132","2","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01/03/25 00:00:00"
"EXP","YH260","ZITOUNI","D","1","PROPANE LIQUIDE  97%  DE PURETE",,"YN718Y","1","NAFTAL HMD",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/29/24 00:00:00","08/29/24 00:00:00",
"MOG","YH261","ZITOUNI","D","1","SPHER GAZ PROPANE",,"YN719Y","1","NAFTAL HMD",,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/30/24 00:00:00","08/30/24 00:00:00",
"TECH","YH262","ZITOUNI","D","6","DIVERS OBTURATEURE",,,,,,,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"INFRA","YH263","ZITOUNI","D","1","JAVEL 47°",,"YN721Y","1","ENGTP LAGHOUAT","YA3145","1","SOLDEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09/02/24 00:00:00","09/03/24 00:00:00","01/19/25 00:00:00"
